car,model,price,body,mileage,engV,engType,PurchaseYear,drive,PurchaseMonth
Kia,Sorento,14777,crossover,119,2.5,Diesel,2009,full,Oct
BMW,730,22500,sedan,179,3,Diesel,2007,rear,Nov
Volkswagen,Golf IV,6250,hatch,170,1.4,Petrol,2001,front,Dec
Mitsubishi,Pajero Wagon,18999,crossover,121,3.8,Gas,2008,full,Jan
VAZ,2104,1240,vagon,12,1.5,Petrol,1998,rear,Feb
Daewoo,Lanos,4950,sedan,65,1.5,Petrol,2012,front,Mar
Nissan,Qashqai,12999,crossover,130,2,Petrol,2008,full,Apr
Toyota,Corolla,14200,sedan,31,1.62,Petrol,2014,front,May
Subaru,XV,13500,hatch,62,2,Petrol,2010,full,Jun
Volkswagen,T6 (Transporter) ïàññ.,12999,van,160,2,Diesel,2011,front,Jul
Jeep,Patriot,12500,crossover,152,2.4,Petrol,2008,full,Aug
Isuzu,D-Max,13960,other,122,2.5,Diesel,2011,full,Sep
Audi,A6,13333,other,178,2,Diesel,2008,front,Oct
Changan,Ideal,6028,crossover,101,2.27,Other,2005,front,Nov
Skoda,Octavia A5,8800,sedan,20,1.6,Petrol,2007,front,Dec
Chevrolet,Lacetti,6300,vagon,138,1.8,Petrol,2009,front,Jan
Nissan,Juke Nismo,20999,crossover,69,1.6,Petrol,2014,full,Feb
Toyota,Corolla,13700,sedan,48,1.4,Diesel,2013,front,Mar
Audi,Q7,19500,crossover,186,4.2,Petrol,2006,full,Apr
Mercedes-Benz,Vito ïàññ.,4150,other,277,2.2,Diesel,2000,front,May
Toyota,Camry,12500,sedan,138,3.5,Petrol,2007,front,Jun
Lexus,RX 450,33700,crossover,82,3.5,Other,2010,full,Jul
Kia,Koup,11500,other,110,2,Petrol,2012,front,Aug
BMW,Z4,9900,other,93,2.5,Petrol,2003,rear,Sep
Audi,A8,39800,sedan,180,4.2,Other,2012,full,Oct
VAZ,2101,1000,sedan,10,8,Petrol,1982,rear,Nov
Mazda,3,6700,hatch,170,1.6,Petrol,2004,front,Dec
Acura,TLX,38200,sedan,4,2.4,Petrol,2015,front,Jan
BMW,520,39900,sedan,5,2,Petrol,2016,rear,Feb
Toyota,Camry,12200,sedan,157,2.4,Gas,2009,front,Mar
BMW,X5 M,115800,crossover,4,3,Diesel,2016,full,Apr
Citroen,C4,11500,hatch,100,1.6,Diesel,2013,front,May
Audi,A6,7950,vagon,167,2.5,Diesel,2000,full,Jun
Honda,Accord,18700,sedan,75,2,Gas,2011,front,Jul
Volkswagen,Beetle,8500,hatch,141,2,Petrol,2000,front,Aug
Kia,Rio,6800,sedan,115,1.4,Gas,2008,front,Sep
Chevrolet,Aveo,4999,sedan,150,1.6,Gas,2008,front,Oct
Audi,A6,2300,vagon,25,2.5,Diesel,1999,front,Nov
Hyundai,IX35,19500,crossover,65,2,Diesel,2011,full,Dec
Toyota,Prius,12400,hatch,52,1.4,Other,2012,front,Jan
Honda,Civic,11000,hatch,74,1.4,Other,2010,front,Feb
Honda,Insight,11000,hatch,74,1.4,Other,2010,front,Mar
Honda,Insight,13300,hatch,53,1.4,Other,2012,front,Apr
Opel,Ampera,19200,hatch,54,1.4,Other,2012,front,May
Toyota,Prius,11000,hatch,74,1.4,Other,2010,front,Jun
Toyota,Prius,19200,hatch,54,1.4,Other,2012,front,Jul
Chevrolet,Volt,19200,hatch,54,1.4,Other,2012,front,Aug
Hyundai,IX35,20300,crossover,83,2,Diesel,2011,full,Sep
Honda,Insight,12400,hatch,52,1.4,Other,2012,front,Oct
Volkswagen,Passat B7,21000,vagon,58,2,Diesel,2013,front,Nov
Skoda,Octavia A7,16999,hatch,57,1.8,Petrol,2013,front,Dec
Skoda,Octavia A7,16999,sedan,57,1.8,Petrol,2013,front,Jan
Ford,Escort,1190,hatch,111,1.4,Petrol,1988,front,Feb
MG,5,8199,hatch,21,1.5,Petrol,2014,front,Mar
GMC,Acadia,11999,crossover,100,3.6,Petrol,2007,full,Apr
Volkswagen,Touran,4200,van,210,2,Diesel,2004,front,May
Mercedes-Benz,GL 320,32500,crossover,254,3.2,Diesel,2008,full,Jun
Nissan,Maxima,4700,sedan,230,3,Petrol,2001,front,Jul
Renault,Megane,9000,vagon,179,1.5,Diesel,2010,front,Aug
Nissan,Stanza,1650,sedan,234,1.8,Petrol,1984,front,Sep
Mitsubishi,Pajero Sport,7699,crossover,254,3,Petrol,2002,full,Oct
Volkswagen,Golf V,8900,hatch,90,1.9,Diesel,2009,front,Nov
Mitsubishi,Pajero Wagon,25999,crossover,86,3.2,Diesel,2011,full,Dec
Chevrolet,Captiva,23200,crossover,64,2.2,Diesel,2013,full,Jan
Toyota,Corolla,11750,sedan,93,1.6,Petrol,2013,front,Feb
Mercedes-Benz,Sprinter 213 ïàññ.,8700,other,260,2.2,Diesel,2003,rear,Mar
Kia,Magentis,11111,sedan,107,2,Gas,2008,front,Apr
Mercedes-Benz,E-Class,12900,sedan,255,2.7,Diesel,2003,rear,May
Volkswagen,Golf Variant,9700,vagon,130,1.6,Gas,2008,front,Jun
Citroen,Nemo ïàññ.,6700,van,161,1.4,Diesel,2009,front,Jul
Suzuki,Grand Vitara,11400,crossover,127,2,Petrol,2008,full,Aug
Honda,Accord,20500,sedan,92,2.4,Petrol,2011,front,Sep
Mazda,Xedos 6,2200,sedan,214,2,Petrol,1996,front,Oct
Skoda,Felicia,2100,vagon,300,1.3,Gas,1996,front,Nov
Opel,Vectra B,499,sedan,230,1.6,Petrol,1996,front,Dec
Mazda,3,6250,hatch,191,2,Petrol,2004,front,Jan
VAZ,2115,2000,sedan,200,1.5,Petrol,2001,front,Feb
Opel,Vectra B,510,vagon,200,1.85,Petrol,1997,front,Mar
Opel,Vectra B,4750,vagon,272,1.8,Petrol,1998,front,Apr
Mercedes-Benz,Vito ãðóç.,5600,van,480,2.2,Diesel,1999,front,May
Nissan,X-Trail,11600,crossover,236,2,Gas,2007,full,Jun
Opel,Kadett,750,hatch,50,1.3,Gas,1988,front,Jul
VAZ,2101,950,sedan,86,1.2,Petrol,1986,rear,Aug
Mercedes-Benz,210,2100,sedan,535,2.2,Diesel,1995,rear,Sep
Skoda,Octavia A5,11800,sedan,89,1.6,Petrol,2012,front,Oct
Volkswagen,T5 (Transporter) ãðóç,7800,van,226,1.9,Diesel,2005,front,Nov
Chevrolet,Niva,5800,crossover,130,1.7,Gas,2005,full,Dec
Audi,Q7,29800,crossover,151,3,Diesel,2007,full,Jan
Mercedes-Benz,CLS 350,20500,sedan,193,3.5,Other,2006,rear,Feb
Audi,80,3800,sedan,257,2,Petrol,1993,front,Mar
Nissan,Primastar ïàññ.,8800,van,285,1.9,Diesel,2004,front,Apr
UAZ,452 ïàññ.,1300,sedan,120,2.5,Other,1978,full,May
Renault,Megane,5950,hatch,200,1.5,Diesel,2005,front,Jun
GAZ,21,2350,sedan,1,1.8,Petrol,1969,rear,Jul
Opel,Combo ãðóç.,5500,other,180,1.3,Diesel,2009,front,Aug
Volkswagen,Caddy ãðóç.,5950,van,213,1.6,Gas,2008,front,Sep
Volkswagen,Polo,12000,sedan,73,1.6,Gas,2011,front,Oct
GAZ,31105,5100,sedan,25,2.4,Petrol,2008,rear,Nov
Mazda,6,8799,sedan,155,2,Gas,2007,front,Dec
Opel,Vectra B,2150,sedan,225,1.6,Gas,1996,front,Jan
Toyota,Corolla,8450,sedan,193,1.6,Gas,2007,front,Feb
VAZ,21099,3650,sedan,137,1.6,Petrol,2008,front,Mar
Mazda,Premacy,2250,van,212,1.8,Petrol,2004,front,Apr
Smart,Cabrio,4950,other,181,0.7,Petrol,2003,rear,May
Renault,21,1350,sedan,100,1.7,Petrol,1986,front,Jun
BMW,730,21700,sedan,259,3,Diesel,2007,rear,Jul
Mercedes-Benz,CL 55 AMG,33900,other,102,5,Petrol,2008,rear,Aug
Skoda,Rapid,12300,hatch,39,1.2,Petrol,2014,front,Sep
Toyota,Camry,12700,sedan,136,3.5,Petrol,2007,front,Oct
ZAZ,Forza,5400,sedan,20,1.5,Gas,2013,front,Nov
VAZ,2106,1600,sedan,1,1.43,Petrol,1985,rear,Dec
Citroen,Berlingo ïàññ.,5400,van,200,1.6,Diesel,2007,front,Jan
Mercedes-Benz,Sprinter 313 ãðóç.,14300,other,175,2.2,Diesel,2013,rear,Feb
Daewoo,Lanos,3500,sedan,180,1.5,Gas,2007,front,Mar
Opel,Vectra B,1950,vagon,200,2,Diesel,2001,front,Apr
Volkswagen,Bora,6500,sedan,212,1.6,Petrol,2003,front,May
VAZ,2105,741,sedan,167,1.3,Gas,1986,rear,Jun
VAZ,21099,2490,sedan,202,1.5,Gas,2006,front,Jul
Chevrolet,Lacetti,7000,sedan,110,1.8,Petrol,2008,front,Aug
Honda,CR-V,7800,other,220,2,Gas,1999,full,Sep
VAZ,2110,3499,sedan,137,1.6,Gas,2007,front,Oct
Toyota,Camry,9999,sedan,345,3,Gas,2005,front,Nov
Nissan,Note,9900,hatch,39,1.4,Petrol,2013,front,Dec
Audi,A4,2100,sedan,217,1.9,Diesel,1996,front,Jan
Toyota,Scion,10200,other,105,1.5,Gas,2005,front,Feb
Kia,Cerato,6900,sedan,115,1.6,Gas,2008,front,Mar
Subaru,Legacy,4800,sedan,170,2,Other,2003,full,Apr
Toyota,Aygo,7900,hatch,76,1,Petrol,2007,front,May
Chery,CrossEastar,4075.5,vagon,290,2.4,Petrol,2008,front,Jun
Mercedes-Benz,GLK 300,29900,crossover,86,3,Gas,2010,rear,Jul
VAZ,2111,3650,vagon,230,1.6,Gas,2007,front,Aug
VAZ,2107,1850,sedan,94,1.5,Gas,2007,front,Sep
Mercedes-Benz,Vito ïàññ.,2199,van,396,2.2,Diesel,2000,front,Oct
Mercedes-Benz,GLE-Class,73499,crossover,1,3,Petrol,2016,full,Nov
Mitsubishi,Pajero Wagon,11999,crossover,235,3,Gas,2007,full,Dec
Chevrolet,Aveo,5700,sedan,89,1.5,Petrol,2008,front,Jan
Volkswagen,Passat B6,14800,sedan,143,2,Diesel,2010,front,Feb
VAZ,2105,1300,sedan,7,1.2,Petrol,1984,rear,Mar
Chevrolet,Epica,8000,sedan,93,2,Gas,2008,front,Apr
Geely,MK-2,4999,sedan,39,1.5,Gas,2013,front,May
Mercedes-Benz,E-Class,4999,sedan,1,2.8,Petrol,1997,rear,Jun
Nissan,Primera,2697,sedan,197,2,Diesel,1992,front,Jul
Mazda,3,12900,sedan,80,1.6,Gas,2013,front,Aug
Ford,Mustang,45000,other,1,5,Petrol,2014,rear,Sep
Infiniti,G35,13999,other,75,3.5,Petrol,2006,rear,Oct
Mitsubishi,Galant,1599,sedan,156,1.8,Petrol,1989,front,Nov
Toyota,Hilux,14500,other,180,2.5,Diesel,2007,full,Dec
Volkswagen,Golf VI,13300,hatch,73,1.4,Petrol,2011,front,Jan
Peugeot,Partner ãðóç.,6700,van,134,1.6,Diesel,2013,front,Feb
Infiniti,EX 35,20800,crossover,52,3.45,Other,2008,full,Mar
VAZ,2121,7100,crossover,42,1.7,Petrol,2011,full,Apr
Peugeot,206,5000,sedan,139,1.4,Petrol,2007,front,May
Chevrolet,Captiva,15800,crossover,90,2.4,Gas,2007,full,Jun
Toyota,Highlander,28700,crossover,80,3.5,Gas,2012,full,Jul
Nissan,Juke,17200,crossover,65,1.6,Petrol,2013,front,Aug
Hyundai,IX35,18200,crossover,88,2,Petrol,2012,full,Sep
Honda,Civic,11900,hatch,88,1.8,Petrol,2009,front,Oct
Mazda,CX-5,29500,crossover,40,2.2,Diesel,2015,full,Nov
Ford,Kuga,16200,crossover,84,2.5,Petrol,2011,full,Dec
Honda,Accord,24700,sedan,65,2.4,Petrol,2014,front,Jan
Lexus,IS 300,15700,sedan,105,3,Petrol,2008,rear,Feb
Toyota,Camry,28900,sedan,15,2.5,Petrol,2015,front,Mar
Nissan,Juke,15700,other,39,1.6,Other,2012,front,Apr
Infiniti,FX 35,15300,crossover,117,3.5,Petrol,2005,full,May
Nissan,Murano,17200,crossover,75,3.5,Gas,2009,full,Jun
Peugeot,308,10900,other,91,1.6,Petrol,2009,front,Jul
Subaru,Forester,13200,crossover,94,2.5,Petrol,2009,full,Aug
Toyota,Corolla,17900,sedan,35,1.6,Petrol,2014,front,Sep
Nissan,Micra,7700,hatch,87,1.2,Petrol,2009,front,Oct
Nissan,TIIDA,7900,sedan,110,1.6,Petrol,2008,front,Nov
Acura,MDX,18500,crossover,85,3.7,Petrol,2008,full,Dec
Infiniti,FX 35,18900,crossover,115,3.5,Gas,2008,full,Jan
Lexus,ES 350,17700,sedan,110,3.5,Petrol,2008,front,Feb
Honda,CR-V,19900,crossover,86,2.4,Gas,2011,full,Mar
Nissan,Teana,14200,sedan,48,2.5,Petrol,2013,front,Apr
Ford,Focus,10600,sedan,96,1.6,Petrol,2011,front,May
Volkswagen,Caddy ïàññ.,14100,vagon,115,2,Diesel,2011,front,Jun
Renault,Trafic ïàññ.,8400,van,260,1.9,Diesel,2005,front,Jul
Honda,Jazz,10500,other,78,1.4,Other,2012,front,Aug
Opel,Calibra,3600,other,250,2,Petrol,1992,front,Sep
Chevrolet,Niva,6300,crossover,173,1.7,Petrol,2008,full,Oct
Volkswagen,Caddy ãðóç.,8900,van,167,2,Gas,2011,front,Nov
Skoda,Fabia,7200,hatch,80,1.2,Petrol,2013,front,Dec
Daewoo,Gentra,9707.1,sedan,40,1.5,Petrol,2014,front,Jan
Toyota,Avensis,7899,sedan,165,1.8,Gas,2006,front,Feb
Mercedes-Benz,CL 500,14500,other,315,5,Gas,2004,rear,Mar
Hyundai,i30,8500,hatch,71,1.6,Petrol,2011,front,Apr
Seat,Leon,8600,hatch,140,1.6,Petrol,2009,front,May
VAZ,2107,1900,sedan,60,1.5,Petrol,2004,rear,Jun
Toyota,Land Cruiser Prado,33200,crossover,150,4,Gas,2010,full,Jul
Volkswagen,T6 (Transporter) ãðóç,12300,van,182,2,Diesel,2011,front,Aug
Kia,Rio,7700,sedan,45,1.4,Petrol,2011,front,Sep
ZAZ,Lanos,5500,sedan,33,1.5,Gas,2011,front,Oct
Honda,CR-V,8500,crossover,243,2,Gas,2001,full,Nov
Citroen,Xsara,3333,sedan,150,1.6,Petrol,1999,front,Dec
Mercedes-Benz,S 500,14500,sedan,220,5,Petrol,2004,full,Jan
MINI,Cooper,7500,hatch,120,1.6,Petrol,2003,front,Feb
Dodge,Caliber,10500,crossover,75,2,Petrol,2008,front,Mar
VAZ,2101,463.125,sedan,68,1.2,Petrol,1984,rear,Apr
Chery,Eastar,3500,sedan,223,2,Petrol,2008,front,May
Audi,A6 Allroad,4999,crossover,242,2.5,Diesel,2003,full,Jun
Daewoo,Nubira,3300,sedan,300,2,Gas,2003,front,Jul
Hyundai,Accent,3700,sedan,119,1.4,Petrol,2008,front,Aug
Nissan,Leaf,14200,sedan,18,0.56,Other,2014,front,Sep
Nissan,Leaf,14200,sedan,35,0.56,Other,2014,front,Oct
Skoda,Roomster,8500,sedan,80,1.4,Petrol,2013,front,Nov
Opel,Kadett,1600,other,570,99.99,Gas,1986,front,Dec
Toyota,Land Cruiser 200,72000,crossover,40,4.5,Diesel,2014,full,Jan
Nissan,Maxima,17900,sedan,30,3.5,Petrol,2010,front,Feb
Volkswagen,Bora,6950,sedan,132,1.6,Other,2004,front,Mar
Audi,Q5,32500,crossover,108,2,Diesel,2012,full,Apr
BMW,X5,24500,crossover,170,3,Diesel,2006,full,May
Lexus,RX 350,20500,crossover,167,3.5,Petrol,2007,full,Jun
Mercedes-Benz,E-Class,8700,sedan,290,2.7,Diesel,1999,rear,Jul
Nissan,TIIDA,7900,sedan,82,1.6,Petrol,2008,front,Aug
Opel,Corsa,9800,hatch,50,1.2,Petrol,2013,front,Sep
Opel,Kadett,920,hatch,24,1.3,Petrol,1989,front,Oct
Fiat,Doblo ïàññ.,7300,van,110,1.9,Diesel,2008,front,Nov
Opel,Agila,3799,vagon,251,1,Gas,2001,front,Dec
Skoda,Fabia,3000,hatch,180,1.4,Petrol,2002,front,Jan
BMW,760,20000,sedan,230,6,Petrol,2008,rear,Feb
Volkswagen,Polo,10650,sedan,65,1.6,Petrol,2013,front,Mar
VAZ,2107,1900,sedan,109,1.5,Petrol,2004,rear,Apr
Audi,A6 Allroad,11400,crossover,250,2.5,Diesel,2005,full,May
Volkswagen,T4 (Transporter) ãðóç,4700,van,342,1.9,Diesel,1996,front,Jun
Land Rover,Range Rover Sport,20500,crossover,119,3.75,Diesel,2006,full,Jul
VAZ,1118,3800,sedan,136,1.6,Gas,2006,front,Aug
Renault,Scenic,10500,van,67,1.6,Petrol,2012,front,Sep
Volkswagen,Multivan,17900,sedan,192,2.5,Diesel,2007,front,Oct
Renault,Kangoo ïàññ.,5500,van,160,1.5,Diesel,2005,front,Nov
Honda,Civic,11300,hatch,89,1.8,Petrol,2008,front,Dec
Volkswagen,Bora,6900,sedan,160,1.6,Petrol,2003,front,Jan
Chery,Tiggo,5800,crossover,85,2,Petrol,2012,front,Feb
Chevrolet,Lacetti,7000,sedan,129,1.8,Petrol,2007,front,Mar
Subaru,Legacy,7800,sedan,180,2,Petrol,2006,full,Apr
Renault,Trafic ïàññ.,8900,van,170,1.9,Diesel,2005,front,May
Hyundai,Santa FE,13700,crossover,123,2.2,Diesel,2006,full,Jun
MG,350,8999,sedan,58,1.6,Petrol,2013,front,Jul
Chevrolet,Aveo,5900,hatch,69,1.5,Petrol,2011,front,Aug
Mazda,6,21900,sedan,50,2.5,Petrol,2013,front,Sep
Renault,Duster,11900,crossover,68,1.5,Diesel,2011,full,Oct
Nissan,Micra,5200,hatch,126,1.2,Petrol,2004,front,Nov
Volkswagen,Caddy ãðóç.,14899,van,165,2,Diesel,2013,front,Dec
Audi,A6,3800,vagon,190,2.5,Diesel,2002,front,Jan
BMW,325,16999,other,90,2.5,Petrol,2008,full,Feb
Opel,Combo ïàññ.,5700,van,245,1.3,Diesel,2007,front,Mar
Ford,KA,2550,hatch,60,1.3,Petrol,1997,front,Apr
Audi,A8,8000,sedan,234,4.2,Gas,2004,full,May
BMW,530,8300,sedan,197,3,Petrol,2001,rear,Jun
VAZ,1119,3500,hatch,105,1.4,Other,2008,front,Jul
Nissan,Maxima,5700,sedan,181,3,Petrol,2000,front,Aug
Skoda,Octavia,3000,sedan,244,1.9,Diesel,2001,front,Sep
Mercedes-Benz,ML 320,3800,crossover,250,3.2,Gas,1998,full,Oct
BMW,530,3800,sedan,278,2.9,Diesel,2001,rear,Nov
BMW,320,3100,sedan,280,2,Diesel,1999,rear,Dec
Mercedes-Benz,S 320,5100,sedan,270,3.2,Diesel,2001,rear,Jan
Audi,A6,4400,sedan,190,2.5,Diesel,2003,front,Feb
Audi,A6,4300,sedan,267,1.9,Diesel,2003,front,Mar
Audi,A6,3900,sedan,302,1.9,Diesel,2002,front,Apr
Daewoo,Lanos,4800,sedan,37,1.5,Gas,2007,front,May
Samand,EL,3999,sedan,105,1.8,Gas,2008,front,Jun
Audi,A6 Allroad,9000,vagon,199,2.7,Petrol,2003,full,Jul
Ford,Transit ãðóç.,4000,van,400,2,Diesel,2002,front,Aug
BMW,525,4100,sedan,200,2.7,Petrol,1988,rear,Sep
Volkswagen,Golf VII,10900,vagon,185,1.4,Petrol,2011,front,Oct
BMW,318,9700,sedan,250,2,Petrol,2003,rear,Nov
Skoda,Octavia A5,13100,sedan,93,1.8,Petrol,2010,front,Dec
Mercedes-Benz,S 350,23999,sedan,204,3.5,Petrol,2008,full,Jan
Chevrolet,Lacetti,6400,sedan,121,1.8,Petrol,2008,front,Feb
Lexus,RX 350,34500,crossover,94,3.5,Petrol,2011,full,Mar
Volkswagen,Touareg,44000,crossover,150,4.2,Diesel,2011,full,Apr
Audi,A6,3200,sedan,295,2.5,Diesel,2000,front,May
Mercedes-Benz,190,3200,sedan,198,2,Gas,1992,rear,Jun
Volkswagen,Polo,7600,hatch,127,1.4,Petrol,2007,front,Jul
Volkswagen,Passat B7,17900,sedan,96,2.5,Petrol,2013,front,Aug
Chevrolet,Aveo,6500,hatch,65,1.5,Petrol,2010,front,Sep
Mercedes-Benz,Sprinter 312 ïàññ.,9500,other,280,2.9,Diesel,1998,rear,Oct
Mitsubishi,Pajero Wagon,18200,crossover,147,3.2,Diesel,2008,full,Nov
Lexus,IS 200,7900,sedan,242,2,Petrol,2000,rear,Dec
VAZ,2107,2300,sedan,99,1.5,Gas,2007,rear,Jan
Ford,Focus Electric,17999,sedan,32,1.88,Other,2014,front,Feb
VAZ,2101,649,sedan,9,1.2,Petrol,1977,rear,Mar
Renault,Kangoo ãðóç.,6700,van,1,3.18,Diesel,2012,front,Apr
Mercedes-Benz,E-Class,3600,sedan,276,2.7,Diesel,2001,rear,May
SsangYong,Korando,15900,crossover,42,2,Diesel,2014,front,Jun
Mercedes-Benz,CLC 200,17999,other,38,2,Petrol,2009,rear,Jul
Skoda,Octavia Tour,6400,hatch,146,1.6,Petrol,2005,front,Aug
Hyundai,i30,9100,hatch,62,1.4,Petrol,2011,front,Sep
Volkswagen,Touran,5200,van,260,1.9,Diesel,2005,front,Oct
Chevrolet,Aveo,5600,sedan,115,1.6,Other,2008,front,Nov
Ford,Fiesta,5500,hatch,170,1.4,Diesel,2007,front,Dec
Land Rover,Defender,75000,crossover,14,2.2,Diesel,2015,full,Jan
Toyota,Land Cruiser 76,63000,crossover,3,4.2,Diesel,2013,full,Feb
Mazda,6,17900,sedan,48,2,Petrol,2013,front,Mar
MINI,Paceman,33000,other,30,2,Diesel,2014,full,Apr
Volkswagen,Passat B6,5200,vagon,248,2,Diesel,2005,front,May
Honda,Civic,2900,hatch,228,1.7,Diesel,2003,front,Jun
Infiniti,FX 35,17999,crossover,150,3.5,Gas,2007,full,Jul
Renault,Trafic ïàññ.,6200,van,322,2,Diesel,2001,front,Aug
BMW,320,3000,sedan,294,2,Diesel,1999,rear,Sep
Volkswagen,Caravelle,8200,van,265,2.5,Diesel,2007,front,Oct
Audi,A6,3900,vagon,260,2.5,Diesel,2003,front,Nov
Fiat,125,1500,other,40,10,Gas,1988,rear,Dec
Lexus,RX 330,13600,crossover,297,3.3,Gas,2003,full,Jan
Skoda,Octavia Tour,8300,sedan,190,1.8,Petrol,2008,front,Feb
VAZ,2107,1100,sedan,70,1.5,Petrol,1990,rear,Mar
Infiniti,G25,23900,sedan,66,2.5,Gas,2012,rear,Apr
Chevrolet,Lacetti,8000,sedan,59,1.8,Petrol,2011,front,May
Volkswagen,Passat B7,23999,sedan,80,2,Diesel,2014,front,Jun
Nissan,Maxima,4799,sedan,180,2,Petrol,1999,front,Jul
Toyota,Land Cruiser 200,61000,crossover,100,4.5,Diesel,2013,full,Aug
Jaguar,Daimler,21500,sedan,160,4,Petrol,2001,rear,Sep
Toyota,Rav 4,5000,crossover,289,2,Diesel,2003,full,Oct
Honda,Pilot,15900,crossover,136,3.5,Gas,2007,full,Nov
Lexus,LS 460,26800,sedan,33,4.6,Petrol,2009,rear,Dec
Geely,MK-2,4800,sedan,49,1.5,Petrol,2012,front,Jan
Subaru,Forester,32300,crossover,134,2,Petrol,2016,full,Feb
Kia,Clarus,3500,sedan,202,2,Petrol,2000,front,Mar
Skoda,Octavia A5,11250,sedan,85,1.6,Petrol,2012,front,Apr
Volkswagen,Passat B6,13700,sedan,134,2,Diesel,2012,front,May
BMW,330,16800,sedan,154,3,Petrol,2006,full,Jun
Land Rover,Discovery,67999,crossover,240,3,Diesel,2016,full,Jul
Lexus,RX 300,12600,crossover,225,3,Petrol,2003,full,Aug
Renault,Kangoo ïàññ.,6450,vagon,100,1.5,Diesel,2009,front,Sep
Peugeot,308,8550,hatch,95,1.6,Petrol,2012,front,Oct
Toyota,Camry,11200,sedan,179,2.4,Petrol,2006,front,Nov
Nissan,Qashqai,12799,crossover,84,1.6,Petrol,2011,front,Dec
Toyota,Corolla,11750,sedan,69,1.6,Petrol,2013,front,Jan
Subaru,Outback,10500,vagon,162,2.5,Gas,2007,full,Feb
Ford,Focus,9850,vagon,99,1.6,Petrol,2012,front,Mar
Ford,Focus,11000,other,77,1.6,Petrol,2012,front,Apr
SsangYong,Rexton II,13700,crossover,100,2.7,Diesel,2010,full,May
Nissan,Note,13350,other,72,1.5,Diesel,2014,front,Jun
Skoda,Superb,17500,sedan,127,1.8,Petrol,2012,front,Jul
VAZ,2108,1300,hatch,77,1.5,Gas,1996,front,Aug
Chevrolet,Captiva,21700,sedan,73,2.2,Diesel,2013,full,Sep
Hyundai,Solaris,12800.775,hatch,90,1.4,Petrol,2016,front,Oct
Opel,Astra F,2900,hatch,1,1.4,Petrol,1992,front,Nov
BMW,M6,77000,other,64,4.4,Petrol,2012,rear,Dec
VAZ,2107,2400,sedan,62,1.5,Petrol,2006,rear,Jan
Skoda,Octavia A7,22999,other,1,1.6,Diesel,2015,front,Feb
Renault,Kangoo ãðóç.,4650,van,165,1.5,Diesel,2003,front,Mar
Volkswagen,Polo,10700,hatch,60,1.4,Petrol,2010,front,Apr
Mercedes-Benz,S 600,9500,sedan,246,6,Petrol,1997,rear,May
Mercedes-Benz,E-Class,8300,sedan,175,2,Petrol,2001,rear,Jun
BMW,320,11800,sedan,218,2,Petrol,2006,rear,Jul
Daewoo,Nexia,3500,sedan,120,1.5,Gas,2012,front,Aug
Citroen,C5,9900,vagon,177,1.6,Diesel,2013,front,Sep
Chevrolet,Volt,28950,sedan,24,1.4,Other,2013,front,Oct
Ford,Focus,24300,hatch,25,0.14,Other,2013,front,Nov
Suzuki,Swift,2800,sedan,154,1.3,Petrol,2002,front,Dec
Mazda,RX-8,5700,other,74,1.31,Petrol,2006,rear,Jan
Nissan,Leaf,15700,hatch,42,0.56,Other,2013,front,Feb
Tesla,Model S,54000,sedan,49,0.1,Other,2013,rear,Mar
Volkswagen,Jetta,8900,sedan,160,1.6,Petrol,2006,front,Apr
Chevrolet,Volt,29700,hatch,52,1.4,Other,2013,front,May
Volkswagen,Scirocco,18100,other,64,2,Petrol,2011,front,Jun
Chevrolet,Camaro,54000,other,1,2,Petrol,2015,rear,Jul
Skoda,Octavia A5,14950,sedan,85,1.8,Petrol,2012,front,Aug
Chevrolet,Volt,29700,hatch,52,1.4,Other,2014,front,Sep
Audi,A4,10399,sedan,293,1.8,Gas,2004,full,Oct
Renault,Kangoo ãðóç.,6799,van,140,1.5,Diesel,2012,front,Nov
Skoda,Octavia A5,13450,sedan,109,1.8,Petrol,2012,front,Dec
Daewoo,Nexia,2700,sedan,145,1.5,Gas,1997,front,Jan
Chevrolet,Aveo,7650,sedan,42,1.4,Gas,2013,front,Feb
Volkswagen,Pointer,4100,hatch,160,1.8,Petrol,2006,front,Mar
Mercedes-Benz,Vito ïàññ.,10999,van,263,2.2,Diesel,2005,rear,Apr
VAZ,2112,3950,hatch,125,1.6,Petrol,2008,front,May
Volkswagen,Jetta,11999,sedan,240,1.6,Petrol,2010,front,Jun
Renault,Fluence,10990,sedan,118,2,Petrol,2012,front,Jul
Subaru,Forester,37500,crossover,134,2,Diesel,2016,full,Aug
Daewoo,Sens,4650,sedan,8,1.3,Petrol,2012,front,Sep
Volkswagen,Golf V,8650,hatch,150,1.4,Petrol,2008,front,Oct
Mitsubishi,Galant,2500,sedan,220,2.4,Petrol,1987,front,Nov
Mercedes-Benz,S 350,47300,sedan,121,3,Diesel,2012,full,Dec
Mitsubishi,Lancer X,9200,sedan,84,2,Petrol,2009,front,Jan
VAZ,2109,3600,hatch,62,1.6,Petrol,2008,front,Feb
Mercedes-Benz,E-Class,23900,sedan,124,1.8,Petrol,2012,rear,Mar
Renault,Megane,10600,vagon,113,1.5,Diesel,2011,front,Apr
Volkswagen,Scirocco,25500,other,52,2,Petrol,2012,front,May
Chevrolet,Cruze,10999,sedan,95,1.6,Petrol,2012,front,Jun
